text|entity_start|entity_end|emotion_labels|emotions|emotion_count
She's a bit soured, you see, by disappointments and one thing and another. |0|1|[1, 4]|['disgust', 'sadness']|2
She's horribly frightened, but I mean to make her go.|0|1|[2, 5]|['fear', 'surprise']|2
She, in a frenzy of fear, cannot succeed for all her efforts in dimming his ecstasy of joy or in awakening him to the necessity of flight, and at last he even resents her terror for him, her entreaties that he will forget her and escape.|0|1|[0, 2]|['anger', 'fear']|2
She, in a frenzy of fear, cannot succeed for all her efforts in dimming his ecstasy of joy or in awakening him to the necessity of flight, and at last he even resents her terror for him, her entreaties that he will forget her and escape.|48|49|[0, 2]|['anger', 'fear']|2
She, in a frenzy of fear, cannot succeed for all her efforts in dimming his ecstasy of joy or in awakening him to the necessity of flight, and at last he even resents her terror for him, her entreaties that he will forget her and escape.|51|52|[2]|['fear']|1
She, in a frenzy of fear, cannot succeed for all her efforts in dimming his ecstasy of joy or in awakening him to the necessity of flight, and at last he even resents her terror for him, her entreaties that he will forget her and escape.|17|18|[3]|['joy']|1
She, upon her part, began to run to him with a little cry; then, seeing him pause, she paused also, smitten with remorse; and at length, with the most guilty timidity, walked nearly up to where he stood.|22|23|[0, 2, 4]|['anger', 'fear', 'sadness']|3
Since his papa's death, Cedric had found out that it was best not to talk to his mamma about him.|1|5|[1, 2, 4]|['disgust', 'fear', 'sadness']|3
"Sir, he said, addressing Lira, ""I rejoice that this opportunity is given me of once more speaking clearly to you."|11|12|[3, 5]|['joy', 'surprise']|2
Six months from the date of our re-arrival at Sitanda's, where we found our guns and other goods quite safe, though the old rascal in charge was much disgusted at our surviving to claim them, saw us all once more safe and sound at my little place on the Berea, near Durban, where I am now writing.|45|46|[3]|['joy']|1
Slowbridge will miss you, Miss--Mrs. Belasys, he faltered.|15|16|[2]|['fear']|1
Slowly the artist mounted the stairs, pondering, as he went, on the many emotions of the day, and at last repeating his conclusion, that he was glad that he had not killed Paolo.|35|36|[3]|['joy']|1
So I was left alone.|1|2|[4]|['sadness']|1
So far as I was concerned myself, I had come to port; but I had still Alan, to whom I was so much beholden, on my hands; and I felt besides a heavy charge in the matter of the murder and James of the Glens.|35|36|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
So he got into a cab; for, like many foreigners, he hated the Elevated Road, and was driven down town to the Bowling-Green.|13|14|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
So he sat on the block of stone and listened to the sea and thought it all over quietly, feeling very happy and proud, since he was to be the means of saving the woman he loved.|37|38|[3]|['joy']|1
So he sold his commission in the English army, and after some trouble found a situation in New York, and married.|1|2|[3, 5]|['joy', 'surprise']|2
So he told them how, when he sat alone, ill and dull and irritable, Ram Dass had tried to distract him by describing the passers by, and there was one child who passed oftener than any one else; he had begun to be interested in her--partly perhaps because he was thinking a great deal of a little girl, and partly because Ram Dass had been able to relate the incident of his visit to the attic in chase of the monkey.|73|76|[5]|['surprise']|1
So he told them how, when he sat alone, ill and dull and irritable, Ram Dass had tried to distract him by describing the passers by, and there was one child who passed oftener than any one else; he had begun to be interested in her--partly perhaps because he was thinking a great deal of a little girl, and partly because Ram Dass had been able to relate the incident of his visit to the attic in chase of the monkey.|59|60|[0, 1, 3, 4]|['anger', 'disgust', 'joy', 'sadness']|4
"So it was with the CASSANDRA, as brought us all safe home from Malabar, after England took the viceroy of the Indies; so it was with the old WALRUS, Flint's old ship, as I've seen amuck with the red blood and fit to sink with gold."""|10|11|[3]|['joy']|1
So keen, indeed, had been the competition for tickets that many of those present had as vague and confused an idea of how they came to be among the favoured multitude pouring into the _Calliope_ as a man in a street panic has of the devices by which he has struggled past the barrier which has overthrown his neighbour.|54|55|[0]|['anger']|1
So shall I avenge my father, with a perfect conscience.|2|3|[0]|['anger']|1
So they shoved off and pulled away into the deep shadow under the bluffs.|1|2|[0]|['anger']|1
So those good people in the lonely parish of Billingsfield gathered round Mary Goddard, as they called her then, and round poor little Nellie, and did their best to protect the mother and the child from harm and undeserved suffering; and afterwards, when it was all over, and there was nothing more to be feared in the future, they looked into each other's faces and felt that they were become as brothers and sisters, and that so long as they should live--may it be long indeed!|39|44|[1, 2, 4]|['disgust', 'fear', 'sadness']|3
So up they went; Milly a good deal excited, and Olly very curious to see what Becky would look like.|5|7|[3, 5]|['joy', 'surprise']|2
So we chatted away for an hour, enjoying the rest and the peace and the sweet sunshine of the Easter afternoon.|1|2|[3]|['joy']|1
So when he knew his papa would come back no more, and saw how very sad his mamma was, there gradually came into his kind little heart the thought that he must do what he could to make her happy.|39|40|[3]|['joy']|1
So when he knew his papa would come back no more, and saw how very sad his mamma was, there gradually came into his kind little heart the thought that he must do what he could to make her happy.|18|22|[4]|['sadness']|1
So, when at length he turned a corner and beheld the Princess, it was his first thought to reassure her of the purity of his respect, and he at once ceased running and stood still.|27|28|[3]|['joy']|1
Some of the passengers noted his uneasy movements and exchanged remarks in an undertone, as he passed and repassed.|5|6|[1, 2]|['disgust', 'fear']|2
Some of these unspeakable things you shall perceive with your perishable body; but the more perfect and glorious remain hidden to our mortal senses, be they ever so keen and exquisite.|30|31|[3]|['joy']|1
Somehow, they seemed to suit each other in a wonderful way.|3|4|[3, 5]|['joy', 'surprise']|2
"Something happened for a time, and Mr. Carrisford thought they were ruined--""  ""Who is Mr. Carrisford?"""|14|15|[2, 4]|['fear', 'sadness']|2
Sometimes he almost hated the handsome young man because he seemed to have the good things which should have gone with the stately title and the magnificent estates; and yet, in the depths of his proud, stubborn old heart, he could not help caring very much for his youngest son.|44|45|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
Sometimes he almost hated the handsome young man because he seemed to have the good things which should have gone with the stately title and the magnificent estates; and yet, in the depths of his proud, stubborn old heart, he could not help caring very much for his youngest son.|52|53|[3]|['joy']|1
Sometimes his offer was laughingly accepted; sometimes it was firmly, or even harshly, rejected.  |1|2|[3]|['joy']|1
Sometimes in her delirium she even fitted the words of one on to the tune of the other.|2|3|[1, 4]|['disgust', 'sadness']|2
Sometimes she could hardly play her part; sickness of the soul wasted her.|13|14|[1, 2, 4]|['disgust', 'fear', 'sadness']|3
Split my sides, I've a sick heart to sail with the likes of you!|4|5|[4]|['sadness']|1
Standing on the sharp edge of the precipice where life ends and breaks off, close upon the unfathomable depths of eternity, himself firmly standing and fearing no fall, but seeing his brother slipping over the brink, he would put out his hand to save him, to draw him back.|26|27|[0, 2]|['anger', 'fear']|2
Stella put an arm about her, fearing she would fall.|0|2|[0, 2]|['anger', 'fear']|2
Still he gazed at his work, and the impression stole over him that but for a slight thing he might yet have killed his brother.|19|20|[2, 4]|['fear', 'sadness']|2
Still, Laura took no notice, and her pen continued to scratch, scratch, till it occurred to her that although Dick's marriage had not been a psychological one, it might be as well that he should see his wife before she died; and having come to this conclusion suddenly, she put on her bonnet and left the house.|57|58|[2, 4, 5]|['fear', 'sadness', 'surprise']|3
Strangely losing sight of his desperate condition, he spoke once more of beginning the great poem planned long ago.|10|11|[2, 4]|['fear', 'sadness']|2
"Such unscientific balderdash, added the doctor, flushing suddenly purple, ""would have estranged Damon and Pythias."""|9|16|[5]|['surprise']|1
Suddenly he broke off and attempted to laugh.  |2|3|[3, 5]|['joy', 'surprise']|2
Suddenly he remembered that the Miss Austins had said that they would call to-morrow early for Kitty, to take her to Leywood to lunch....|2|3|[5]|['surprise']|1
Suddenly he started.|2|3|[5]|['surprise']|1
Suddenly they are interrupted by the approach of the Duke and of Fernan Perez.|2|3|[5]|['surprise']|1
Surely her behaviour is very admirable.'|2|3|[3]|['joy']|1
Surely it is better to give the remains of what we loved (or pretended to love) to cleansing fire and pure air than to lay them in a cold vault of stone, or down, down in the wet and clinging earth.|11|12|[3]|['joy']|1
