text|experiencer|emotion|explicit
She was not in the mood to face anything more than she was facing in her room, while Miss Amelia was weeping in bed.|Miss Amelia|['sadness']|True
She was pale and thin, and all the dimples had gone from her pretty face, and her eyes looked large and mournful, and she was dressed in black.|she|['anger', 'fear', 'joy', 'sadness']|True
She was pale with excitement.|She|['joy', 'surprise']|True
She was playing with great spirit, and Lord Lansdowne was following her delightedly.|Lord Lansdowne|['joy', 'surprise']|True
She was proud of his graceful, strong little body and his pretty manners, and especially proud of the bright curly hair which waved over his forehead and fell in charming love-locks on his shoulders.|his|['joy']|True
She was proud of his graceful, strong little body and his pretty manners, and especially proud of the bright curly hair which waved over his forehead and fell in charming love-locks on his shoulders.|she|['joy']|True
She was silent in her habits, scarcely ever joining in general conversation; but when Letty could steal an hour from household duties and go to Adela's room she was always sure of hearing wise and tender words in which her heart delighted.|Letty|['anger', 'fear', 'sadness']|True
She was silent in her habits, scarcely ever joining in general conversation; but when Letty could steal an hour from household duties and go to Adela's room she was always sure of hearing wise and tender words in which her heart delighted.|she|['joy', 'surprise']|True
She was thinking of the day when she had been told that she belonged to nobody, and was in danger of being turned into the street; she was thinking of the cold, hungry hours she had spent alone with Emily and Melchisedec in the attic.|She|['fear', 'sadness']|True
She was very pretty, and had been living as companion to a rich old lady who was not kind to her, and one day Captain Cedric Errol, who was calling at the house, saw her run up the stairs with tears on her eyelashes; and she looked so sweet and innocent and sorrowful that the Captain could not forget her.|She|['joy']|True
She was very pretty, and had been living as companion to a rich old lady who was not kind to her, and one day Captain Cedric Errol, who was calling at the house, saw her run up the stairs with tears on her eyelashes; and she looked so sweet and innocent and sorrowful that the Captain could not forget her.|she|['sadness']|True
She will be very angry.|She|['anger', 'disgust']|True
She'll get over being frightened after a little while.|she|['fear', 'sadness', 'surprise']|True
She's a bit soured, you see, by disappointments and one thing and another. |she|['disgust', 'sadness']|True
She's horribly frightened, but I mean to make her go.|she|['fear', 'surprise']|True
She, in a frenzy of fear, cannot succeed for all her efforts in dimming his ecstasy of joy or in awakening him to the necessity of flight, and at last he even resents her terror for him, her entreaties that he will forget her and escape.|She|['anger', 'fear']|True
She, in a frenzy of fear, cannot succeed for all her efforts in dimming his ecstasy of joy or in awakening him to the necessity of flight, and at last he even resents her terror for him, her entreaties that he will forget her and escape.|he|['anger', 'fear']|True
She, in a frenzy of fear, cannot succeed for all her efforts in dimming his ecstasy of joy or in awakening him to the necessity of flight, and at last he even resents her terror for him, her entreaties that he will forget her and escape.|her|['fear']|True
She, in a frenzy of fear, cannot succeed for all her efforts in dimming his ecstasy of joy or in awakening him to the necessity of flight, and at last he even resents her terror for him, her entreaties that he will forget her and escape.|his|['joy']|True
She, upon her part, began to run to him with a little cry; then, seeing him pause, she paused also, smitten with remorse; and at length, with the most guilty timidity, walked nearly up to where he stood.|she|['anger', 'fear', 'sadness']|True
Since his papa's death, Cedric had found out that it was best not to talk to his mamma about him.|his papa's|['disgust', 'fear', 'sadness']|True
"Sir, he said, addressing Lira, ""I rejoice that this opportunity is given me of once more speaking clearly to you."|I|['joy', 'surprise']|True
Six months from the date of our re-arrival at Sitanda's, where we found our guns and other goods quite safe, though the old rascal in charge was much disgusted at our surviving to claim them, saw us all once more safe and sound at my little place on the Berea, near Durban, where I am now writing.|us|['joy']|True
Slowbridge will miss you, Miss--Mrs. Belasys, he faltered.|he|['fear']|True
Slowly the artist mounted the stairs, pondering, as he went, on the many emotions of the day, and at last repeating his conclusion, that he was glad that he had not killed Paolo.|he|['joy']|True
So I was left alone.|I|['sadness']|True
So far as I was concerned myself, I had come to port; but I had still Alan, to whom I was so much beholden, on my hands; and I felt besides a heavy charge in the matter of the murder and James of the Glens.|I|['anger', 'disgust', 'fear', 'sadness']|True
So he got into a cab; for, like many foreigners, he hated the Elevated Road, and was driven down town to the Bowling-Green.|he|['anger', 'disgust', 'fear', 'sadness']|True
So he sat on the block of stone and listened to the sea and thought it all over quietly, feeling very happy and proud, since he was to be the means of saving the woman he loved.|he|['joy']|True
So he sold his commission in the English army, and after some trouble found a situation in New York, and married.|he|['joy', 'surprise']|True
So he told them how, when he sat alone, ill and dull and irritable, Ram Dass had tried to distract him by describing the passers by, and there was one child who passed oftener than any one else; he had begun to be interested in her--partly perhaps because he was thinking a great deal of a little girl, and partly because Ram Dass had been able to relate the incident of his visit to the attic in chase of the monkey.|Ram Dass|['surprise']|True
So he told them how, when he sat alone, ill and dull and irritable, Ram Dass had tried to distract him by describing the passers by, and there was one child who passed oftener than any one else; he had begun to be interested in her--partly perhaps because he was thinking a great deal of a little girl, and partly because Ram Dass had been able to relate the incident of his visit to the attic in chase of the monkey.|he|['anger', 'disgust', 'joy', 'sadness']|True
"So it was with the CASSANDRA, as brought us all safe home from Malabar, after England took the viceroy of the Indies; so it was with the old WALRUS, Flint's old ship, as I've seen amuck with the red blood and fit to sink with gold."""|us|['joy']|True
