text|entity_start|entity_end|emotion_labels|emotions|emotion_count
"She has a good voice and a pretty face and figure for the stage; and she prepares the rooms and makes the beds and breakfasts for Messrs. Costigan and Bows, in return for which the latter instructs her in music and singing. But for his unfortunate propensity to liquor (and in that excess she supposes that all men of fashion indulge), she thinks the Captain the finest gentleman in the world, and believes in all the versions of all his stories, and she is very fond of Mr. Bows too, and very grateful to him, and this shy queer old gentleman has a fatherly fondness for her too, for in truth his heart is full of kindness, and he is never easy unless he loves somebody. Costigan has had the carriages of visitors of distinction before his humble door in Shepherd's Inn: and to hear him talk of a morning (for his evening song is of a much more melancholy nature) you would fancy that Sir Charles and Lady Mirabel were in the constant habit of calling at his chambers, and bringing with them the select nobility to visit the ""old man, the honest old half-pay Captain, poor old Jack Costigan,"" as Cos calls himself."|96|97|[3, 4]|['joy', 'sadness']|2
"She has a good voice and a pretty face and figure for the stage; and she prepares the rooms and makes the beds and breakfasts for Messrs. Costigan and Bows, in return for which the latter instructs her in music and singing. But for his unfortunate propensity to liquor (and in that excess she supposes that all men of fashion indulge), she thinks the Captain the finest gentleman in the world, and believes in all the versions of all his stories, and she is very fond of Mr. Bows too, and very grateful to him, and this shy queer old gentleman has a fatherly fondness for her too, for in truth his heart is full of kindness, and he is never easy unless he loves somebody. Costigan has had the carriages of visitors of distinction before his humble door in Shepherd's Inn: and to hear him talk of a morning (for his evening song is of a much more melancholy nature) you would fancy that Sir Charles and Lady Mirabel were in the constant habit of calling at his chambers, and bringing with them the select nobility to visit the ""old man, the honest old half-pay Captain, poor old Jack Costigan,"" as Cos calls himself."|147|148|[3]|['joy']|1
"She knelt down beside it, stroked and hugged it, then suddenly starting up, she cried, ""I don't know why I should make so much of it; it is mine no longer; it belongs to somebody else."" Yet there was mirth in her tone of pretended regret. ""Come to the pony now,"" she said; ""my poor little fellow!"|53|54|[3, 4]|['joy', 'sadness']|2
She knew her to be susceptible of tender impressions, and capable of loving deeply an object really worthy of her love. This plant had been, she feared, removed from the warm green-house of home, where the earth had touched tenderly its delicate roots, while its leaves put forth in a genial air, and placed in a hard soil and a chilling atmosphere, still to live on, but with its beauty and fragrance gone. She might be mistaken.|87|88|[2, 4]|['fear', 'sadness']|2
She lay looking out of the window on the lawn at the back of the house. A smile hovered about her bloodless lips, and the blue of her eyes, though very gray, looked sunny. Her white face showed the whiter because her dark brown hair was all about it.|49|50|[3, 4]|['joy', 'sadness']|2
She looked as if she had suffered but had consented to it, and therefore could smile. Her smile lay near the surface. A kind word was enough to draw it up from the well where it lay shimmering: you could always see the smile there, whether it was born or not.|19|20|[3]|['joy']|1
"She made a little gasp and murmur, but no articulate words came. ""Don't be frightened, Mary,"" said her mother, as I found she always called her. ""The gentleman won't be sharp with you."""|21|23|[2]|['fear']|1
She munched a cream tart, and turned her back upon the envious pair. Back to Kennington Road by omnibus, riding outside, her eyes and hair doing execution upon a young man in a very high collar, who was, she saw, terribly tempted to address her, but, happily for himself, could not pluck up courage. Polly liked to be addressed by strange young men; experience had made her so skilful in austere rebuke.|37|40|[2, 3]|['fear', 'joy']|2
She munched a cream tart, and turned her back upon the envious pair. Back to Kennington Road by omnibus, riding outside, her eyes and hair doing execution upon a young man in a very high collar, who was, she saw, terribly tempted to address her, but, happily for himself, could not pluck up courage. Polly liked to be addressed by strange young men; experience had made her so skilful in austere rebuke.|49|50|[3]|['joy']|1
"She nodded. ""There's no danger that they won't see it."" ""We had a box down on the New Orleans job,"" said Bannon, ""only that was for swearing."|0|1|[2]|['fear']|1
She nodded. It was just that convulsive movement of her head, with its wealth of wonderful hair and its plain black motoring hat, which dealt the death-blow to his hopes. She was just a child once more--and she trusted him.|11|12|[4]|['sadness']|1
She nodded. It was just that convulsive movement of her head, with its wealth of wonderful hair and its plain black motoring hat, which dealt the death-blow to his hopes. She was just a child once more--and she trusted him.|35|36|[4, 5]|['sadness', 'surprise']|2
She returned the square card to him, slowly shaking her head, still eyeing earth as her hand stretched forth the card laterally. He could not contest the woeful verdict. 'Twenty years back!'|26|27|[4]|['sadness']|1
She was a happy creature, and an angel, in those days. It's a pity she could not be content. 'Well,' said I, 'where are your moor-game, Miss Cathy?|39|42|[4]|['sadness']|1
